"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data","id"
"Hastie Lake North","2013",2013-08-28,0,NA,NA,NA,NA,NA,NA,NA,NA,35,14,"",1986
"Hastie Lake North","2014",2014-06-18,21,"3",3,3,1,0,0,0,0,25,4,"",1987
"Hastie Lake North","2014",2014-06-18,21,"2",3,3,1,0,0,0,0,25,4,"",1988
"Hastie Lake North","2014",2014-06-18,21,"1",3,3,1,0,0,0,0,25,4,"",1989
"Hastie Lake North","2014",2014-06-25,4,NA,3,NA,NA,NA,NA,NA,NA,26,5,"",1990
"Hastie Lake North","2014",2014-07-02,21,NA,3,NA,NA,NA,NA,NA,NA,27,6,"",1991
"Hastie Lake North","2014",2014-07-09,0,NA,3,NA,NA,NA,NA,NA,NA,28,7,"",1992
"Hastie Lake North","2014",2014-07-16,16,"1",3,7,4,0,0,0,0,29,8,"",1993
"Hastie Lake North","2014",2014-07-16,16,"2",3,7,3,0,0,0,0,29,8,"",1994
"Hastie Lake North","2014",2014-07-23,0,NA,3,NA,NA,NA,NA,NA,NA,30,9,"",1995
"Hastie Lake North","2014",2014-07-30,10,NA,3,NA,NA,NA,NA,NA,NA,31,10,"",1996
"Hastie Lake North","2014",2014-08-06,2,NA,3,NA,NA,NA,NA,NA,NA,32,11,"",1997
"Hastie Lake South","2012",2012-06-27,NA,"1",NA,NA,1,0,0,0,0,26,5,"",1998
"Hastie Lake South","2012",2012-06-27,NA,"2",NA,NA,1,0,0,0,0,26,5,"",1999
"Hastie Lake South","2012",2012-06-27,NA,"3",NA,NA,2,0,0,0,0,26,5,"",2000
"Hastie Lake South","2012",2012-07-05,NA,"2",NA,NA,0,0,2,0,2,27,6,"",2001
"Hastie Lake South","2012",2012-07-05,NA,"3",NA,NA,0,0,0,1,1,27,6,"",2002
"Hastie Lake South","2012",2012-07-05,NA,"4",NA,NA,0,0,1,0,1,27,6,"",2003
"Hastie Lake South","2012",2012-07-12,NA,"2",NA,NA,0,0,1,0,1,28,7,"",2004
"Hastie Lake South","2012",2012-07-12,NA,"4",NA,NA,0,1,0,0,1,28,7,"",2005
"Hastie Lake South","2012",2012-07-19,NA,"2",NA,NA,0,1,0,1,2,29,8,"",2006
"Hastie Lake South","2012",2012-07-19,NA,"4",NA,NA,0,2,0,0,2,29,8,"",2007
"Hastie Lake South","2012",2012-07-19,NA,"5",NA,NA,0,1,0,1,2,29,8,"",2008
"Hastie Lake South","2012",2012-07-26,NA,"2",NA,NA,1,0,0,0,0,30,9,"",2009
"Hastie Lake South","2012",2012-07-26,NA,"5",NA,NA,0,2,0,0,2,30,9,"",2010
"Hastie Lake South","2012",2012-08-09,NA,"5",NA,NA,0,0,0,2,2,32,11,"",2011
"Hastie Lake South","2012",2012-08-16,NA,"5",NA,NA,0,0,2,0,2,33,12,"",2012
"Hastie Lake South","2012",2012-08-30,NA,"5",NA,NA,0,2,0,0,2,35,14,"",2013
"Hastie Lake South","2013",2013-06-30,NA,"1",NA,NA,0,1,0,0,1,26,5,"",2014
"Hastie Lake South","2013",2013-07-03,NA,"1",NA,NA,0,0,0,1,1,27,6,"",2015
"Hastie Lake South","2013",2013-07-03,NA,"2",NA,NA,1,0,0,0,0,27,6,"",2016
"Hastie Lake South","2013",2013-07-03,NA,"3",NA,NA,1,0,0,0,0,27,6,"",2017
"Hastie Lake South","2013",2013-07-03,NA,"4",NA,NA,0,0,0,1,1,27,6,"",2018
"Hastie Lake South","2013",2013-07-11,NA,"1",NA,NA,3,0,1,0,1,28,7,"",2019
"Hastie Lake South","2013",2013-07-11,NA,"2",NA,NA,4,0,0,0,0,28,7,"",2020
"Hastie Lake South","2013",2013-07-11,NA,"3",NA,NA,3,0,0,0,0,28,7,"",2021
"Hastie Lake South","2013",2013-07-11,NA,"5",NA,NA,2,0,0,0,0,28,7,"",2022
"Hastie Lake South","2013",2013-07-11,NA,"6",NA,NA,0,1,0,0,1,28,7,"",2023
"Hastie Lake South","2013",2013-07-18,NA,"1",NA,NA,0,0,0,1,1,29,8,"",2024
"Hastie Lake South","2013",2013-07-18,NA,"2",NA,NA,1,0,0,0,0,29,8,"",2025
"Hastie Lake South","2013",2013-07-18,NA,"5",NA,NA,0,1,0,0,1,29,8,"",2026
"Hastie Lake South","2013",2013-07-18,NA,"6",NA,NA,1,0,0,0,0,29,8,"",2027
"Hastie Lake South","2013",2013-07-25,NA,"3",NA,NA,0,0,0,1,1,30,9,"",2028
"Hastie Lake South","2013",2013-07-25,NA,"5",NA,NA,0,1,1,0,2,30,9,"",2029
"Hastie Lake South","2013",2013-08-01,NA,"5",NA,NA,1,1,1,0,2,31,10,"",2030
"Hastie Lake South","2013",2013-08-01,NA,"7",NA,NA,0,1,1,0,2,31,10,"",2031
"Hastie Lake South","2013",2013-08-14,NA,"6",NA,NA,0,0,0,1,1,33,12,"",2032
"Hastie Lake South","2013",2013-08-14,NA,"7",NA,NA,0,4,0,1,5,33,12,"",2033
"Hastie Lake South","2013",2013-08-14,NA,"8",NA,NA,0,1,0,0,1,33,12,"",2034
"Hastie Lake South","2013",2013-08-29,NA,"8",NA,NA,0,3,0,0,3,35,14,"",2035
"Hastie Lake South","2014",2014-06-26,NA,"3",NA,NA,0,1,0,0,1,26,5,"",2036
"Hastie Lake South","2014",2014-07-03,NA,"2",NA,NA,0,1,0,0,1,27,6,"",2037
"Hastie Lake South","2014",2014-07-03,NA,"3",NA,NA,0,1,0,0,1,27,6,"",2038
"Hastie Lake South","2014",2014-07-09,NA,"3",NA,NA,0,2,0,0,2,28,7,"",2039
"Hastie Lake South","2014",2014-07-09,NA,"4",NA,NA,2,0,0,0,0,28,7,"",2040
"Hastie Lake South","2014",2014-07-09,NA,"5",NA,NA,0,0,0,1,1,28,7,"",2041
"Hastie Lake South","2014",2014-07-09,NA,"6",NA,NA,1,0,0,0,0,28,7,"",2042
"Hastie Lake South","2014",2014-07-09,NA,"7",NA,NA,0,0,2,0,2,28,7,"",2043
"Hastie Lake South","2014",2014-07-09,NA,"8",NA,NA,1,0,0,0,0,28,7,"",2044
"Hastie Lake South","2014",2014-07-17,NA,"3",NA,NA,1,0,1,0,1,29,8,"",2045
"Hastie Lake South","2014",2014-07-17,NA,"4",NA,NA,1,0,0,3,3,29,8,"",2046
"Hastie Lake South","2014",2014-07-17,NA,"5",NA,NA,0,0,2,0,2,29,8,"",2047
"Hastie Lake South","2014",2014-07-17,NA,"6",NA,NA,2,1,0,0,1,29,8,"",2048
"Hastie Lake South","2014",2014-07-17,NA,"9",NA,NA,2,0,0,2,2,29,8,"",2049
"Hastie Lake South","2014",2014-07-17,NA,"10",NA,NA,0,0,0,1,1,29,8,"",2050
"Hastie Lake South","2014",2014-07-25,NA,"3",NA,NA,0,0,1,0,1,30,9,"",2051
"Hastie Lake South","2014",2014-07-25,NA,"4",NA,NA,0,0,2,0,2,30,9,"",2052
"Hastie Lake South","2014",2014-07-25,NA,"5",NA,NA,0,0,1,0,1,30,9,"",2053
"Hastie Lake South","2014",2014-07-25,NA,"9",NA,NA,0,0,2,0,2,30,9,"",2054
"Hastie Lake South","2014",2014-07-25,NA,"10",NA,NA,0,1,0,1,2,30,9,"",2055
"Hastie Lake South","2014",2014-07-25,NA,"11",NA,NA,0,1,0,1,2,30,9,"",2056
"Hastie Lake South","2014",2014-07-25,NA,"6",NA,NA,0,0,1,0,1,30,9,"",2057
"Hastie Lake South","2014",2014-07-31,NA,"6",NA,NA,0,0,1,0,1,31,10,"",2058
"Hastie Lake South","2014",2014-07-31,NA,"9",NA,NA,0,1,0,0,1,31,10,"",2059
"Hastie Lake South","2014",2014-07-31,NA,"11",NA,NA,1,0,5,0,5,31,10,"",2060
"Hastie Lake South","2014",2014-08-05,NA,"5",NA,NA,0,0,1,0,1,32,11,"",2061
"Hastie Lake South","2014",2014-08-05,NA,"6",NA,NA,0,0,1,0,1,32,11,"",2062
"Hastie Lake South","2014",2014-08-05,NA,"9",NA,NA,0,0,1,0,1,32,11,"",2063
"Hastie Lake South","2014",2014-08-05,NA,"11",NA,NA,0,0,1,0,1,32,11,"",2064
"Hastie Lake South","2014",2014-08-16,NA,"6",NA,NA,0,1,0,0,1,33,12,"",2065
"Hastie Lake South","2014",2014-08-16,NA,"9",NA,NA,2,0,0,0,0,33,12,"",2066
"Keystone","2008",2008-06-22,32,NA,NA,NA,NA,NA,NA,NA,NA,25,4,"",2067
"Keystone","2008",2008-06-29,9,"2",2,NA,0,0,0,1,1,26,5,"",2068
"Keystone","2008",2008-07-06,41,"4",4,NA,0,0,0,1,1,27,6,"",2069
"Keystone","2008",2008-07-06,41,"2",4,NA,0,2,0,0,2,27,6,"",2070
"Keystone","2008",2008-07-06,41,"3",4,NA,0,0,1,0,1,27,6,"",2071
"Keystone","2008",2008-07-06,41,"1",4,NA,0,1,0,0,1,27,6,"",2072
"Keystone","2008",2008-07-12,16,"1",5,NA,0,1,1,1,3,28,7,"",2073
"Keystone","2008",2008-07-12,16,"5",5,NA,0,2,0,1,3,28,7,"",2074
"Keystone","2008",2008-07-12,16,"4",5,NA,0,1,1,1,3,28,7,"",2075
"Keystone","2008",2008-07-19,20,"6",6,NA,0,2,0,0,2,29,8,"",2076
"Keystone","2008",2008-07-19,20,"4",6,NA,0,0,0,1,1,29,8,"",2077
"Keystone","2008",2008-07-19,20,"2",6,NA,0,1,0,0,1,29,8,"",2078
"Keystone","2008",2008-07-19,20,"3",6,NA,0,0,1,0,1,29,8,"",2079
"Keystone","2008",2008-07-27,22,"3",6,NA,0,8,1,0,9,30,9,"",2080
"Keystone","2008",2008-07-27,22,"2",6,NA,0,2,1,0,3,30,9,"",2081
"Keystone","2008",2008-08-03,28,"3",6,NA,0,0,0,1,1,31,10,"",2082
"Keystone","2008",2008-08-03,28,"6",6,NA,0,0,0,1,1,31,10,"",2083
"Keystone","2008",2008-08-03,28,"2",6,NA,0,0,0,1,1,31,10,"",2084
"Keystone","2008",2008-08-10,11,"4",6,NA,0,0,2,1,3,32,11,"",2085
"Keystone","2008",2008-08-10,11,"3",6,NA,0,4,2,0,6,32,11,"",2086
"Keystone","2008",2008-08-10,11,"6",6,NA,0,1,1,0,2,32,11,"",2087
"Keystone","2008",2008-08-17,35,"3",6,NA,0,2,0,5,7,33,12,"",2088
"Keystone","2009",2009-07-01,27,"1",1,NA,0,1,0,0,1,27,6,"",2089
"Keystone","2009",2009-07-10,28,"3",5,NA,0,2,0,0,2,28,7,"",2090
"Keystone","2009",2009-07-10,28,"4",5,NA,0,1,0,0,1,28,7,"",2091
"Keystone","2009",2009-07-10,28,"2",5,NA,0,1,0,0,1,28,7,"",2092
"Keystone","2009",2009-07-10,28,"5",5,NA,0,1,0,0,1,28,7,"",2093
"Keystone","2009",2009-07-15,16,"4",5,NA,0,0,0,2,2,29,8,"",2094
"Keystone","2009",2009-07-15,16,"1",5,NA,1,0,0,0,0,29,8,"",2095
"Keystone","2009",2009-07-15,16,"3",5,NA,1,0,0,0,0,29,8,"",2096
"Keystone","2009",2009-07-15,16,"2",5,NA,0,0,0,1,1,29,8,"",2097
"Keystone","2009",2009-07-25,39,"3",5,NA,0,0,0,1,1,30,9,"",2098
"Keystone","2009",2009-07-25,39,"4",5,NA,0,0,0,1,1,30,9,"",2099
"Keystone","2009",2009-07-31,34,"4",5,NA,0,2,0,1,3,31,10,"",2100
"Keystone","2009",2009-07-31,34,"5",5,NA,0,0,0,1,1,31,10,"",2101
"Keystone","2009",2009-07-31,34,"3",5,NA,0,1,0,1,2,31,10,"",2102
"Keystone","2009",2009-08-06,32,NA,NA,NA,NA,NA,NA,NA,NA,32,11,"",2103
"Keystone","2009",2009-08-20,28,NA,NA,NA,NA,NA,NA,NA,NA,34,13,"",2104
"Keystone","2010",2010-06-28,45,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",2105
"Keystone","2010",2010-07-06,25,NA,4,NA,NA,NA,NA,NA,NA,27,6,"",2106
"Keystone","2010",2010-07-15,24,"1",5,5,2,0,0,0,0,28,7,"",2107
"Keystone","2010",2010-07-15,24,"1",5,5,0,1,0,0,1,28,7,"",2108
"Keystone","2010",2010-07-15,24,"4",5,5,0,0,0,1,1,28,7,"",2109
"Keystone","2010",2010-07-15,24,"2",5,5,2,0,0,0,0,28,7,"",2110
"Keystone","2010",2010-07-15,24,"3",5,5,0,1,0,0,1,28,7,"",2111
"Keystone","2010",2010-07-15,24,"5",5,5,0,3,0,0,3,28,7,"",2112
"Keystone","2010",2010-07-19,24,"6",8,NA,0,0,1,2,3,29,8,"",2113
"Keystone","2010",2010-07-19,24,"3",8,NA,0,0,0,1,1,29,8,"",2114
"Keystone","2010",2010-07-19,24,"5",8,NA,0,0,1,1,2,29,8,"",2115
"Keystone","2010",2010-07-19,24,"7",8,NA,0,0,0,1,1,29,8,"",2116
"Keystone","2010",2010-07-19,24,"1",8,NA,1,2,2,0,4,29,8,"",2117
"Keystone","2010",2010-07-19,24,"8",8,NA,0,1,0,0,1,29,8,"",2118
"Keystone","2010",2010-07-28,25,"6",8,1,0,4,1,0,5,30,9,"",2119
"Keystone","2010",2010-07-28,25,"8",8,1,0,0,0,1,1,30,9,"",2120
"Keystone","2010",2010-07-28,25,"2",8,1,0,0,1,0,1,30,9,"",2121
"Keystone","2010",2010-07-28,25,"3",8,1,0,0,3,0,3,30,9,"",2122
"Keystone","2010",2010-07-28,25,"5",8,1,0,1,1,1,3,30,9,"",2123
"Keystone","2010",2010-07-28,25,"8",8,1,1,0,0,0,0,30,9,"",2124
"Keystone","2010",2010-08-04,21,"9",9,2,1,0,0,0,0,31,10,"",2125
"Keystone","2010",2010-08-12,NA,"2",NA,NA,0,1,0,0,1,32,11,"",2126
"Keystone","2010",2010-08-12,NA,"5",NA,NA,0,0,0,1,1,32,11,"",2127
"Keystone","2010",2010-08-18,20,NA,NA,NA,NA,NA,NA,NA,NA,33,12,"",2128
"Keystone","2010",2010-08-24,9,"5",9,NA,0,0,2,0,2,34,13,"",2129
"Keystone","2011",2011-06-26,25,"1",1,1,1,2,0,1,3,25,4,"",2130
"Keystone","2011",2011-07-04,25,"2",3,NA,0,0,1,0,1,27,6,"",2131
"Keystone","2011",2011-07-04,25,"3",3,NA,0,1,0,0,1,27,6,"",2132
"Keystone","2011",2011-07-12,32,"4",5,NA,0,0,1,0,1,28,7,"",2133
"Keystone","2011",2011-07-12,32,"1",5,NA,0,1,0,0,1,28,7,"",2134
"Keystone","2011",2011-07-12,32,"3",5,NA,0,0,1,0,1,28,7,"",2135
"Keystone","2011",2011-07-12,32,"5",5,NA,0,1,0,0,1,28,7,"",2136
"Keystone","2011",2011-07-19,27,"7",7,2,0,1,0,1,2,29,8,"",2137
"Keystone","2011",2011-07-19,27,"2",7,2,0,0,0,1,1,29,8,"",2138
"Keystone","2011",2011-07-19,27,"6",7,2,0,1,0,0,1,29,8,"",2139
"Keystone","2011",2011-07-19,27,"1",7,2,0,1,0,2,3,29,8,"",2140
"Keystone","2011",2011-07-27,32,"8",8,NA,0,1,0,1,2,30,9,"",2141
"Keystone","2011",2011-07-27,32,"3",8,NA,0,1,0,0,1,30,9,"",2142
"Keystone","2011",2011-07-27,32,"5",8,NA,0,0,1,0,1,30,9,"",2143
"Keystone","2011",2011-07-27,32,"1",8,NA,0,1,1,0,2,30,9,"",2144
"Keystone","2011",2011-08-01,32,"1",9,NA,0,3,1,0,4,31,10,"",2145
"Keystone","2011",2011-08-01,32,"9",9,NA,0,0,0,1,1,31,10,"",2146
"Keystone","2011",2011-08-08,31,"5",10,NA,0,0,0,1,1,32,11,"",2147
"Keystone","2011",2011-08-08,31,"10",10,NA,0,0,0,1,1,32,11,"",2148
"Keystone","2011",2011-08-08,31,"4",10,NA,0,0,0,1,1,32,11,"",2149
"Keystone","2011",2011-08-08,31,"7",10,NA,0,0,3,0,3,32,11,"",2150
"Keystone","2011",2011-08-08,31,"1",10,NA,0,1,0,0,1,32,11,"",2151
"Keystone","2011",2011-08-08,31,"9",10,NA,0,0,2,0,2,32,11,"",2152
"Keystone","2011",2011-08-15,45,"1",10,1,0,0,0,1,1,33,12,"",2153
"Keystone","2011",2011-08-15,45,"9",10,1,0,0,1,0,1,33,12,"",2154
"Keystone","2011",2011-08-22,27,"5",10,NA,0,0,0,1,1,34,13,"",2155
"Keystone","2012",2012-06-27,53,"1",1,NA,0,1,0,0,1,26,5,"",2156
"Keystone","2012",2012-07-04,52,"3",4,NA,0,0,1,0,1,27,6,"",2157
"Keystone","2012",2012-07-04,52,"1",4,NA,0,1,0,1,2,27,6,"",2158
"Keystone","2012",2012-07-04,52,"2",4,NA,0,1,1,0,2,27,6,"",2159
"Keystone","2012",2012-07-04,52,"4",4,NA,0,0,1,0,1,27,6,"",2160
"Keystone","2012",2012-07-13,52,"1",5,1,1,0,0,0,0,28,7,"",2161
"Keystone","2012",2012-07-13,52,"4",5,1,0,2,1,0,3,28,7,"",2162
"Keystone","2012",2012-07-13,52,"3",5,1,0,0,1,0,1,28,7,"",2163
"Keystone","2012",2012-07-13,52,"5",5,1,0,0,1,0,1,28,7,"",2164
"Keystone","2012",2012-07-13,52,"2",5,1,0,1,4,0,5,28,7,"",2165
"Keystone","2012",2012-07-19,58,"6",7,NA,0,1,1,0,2,29,8,"",2166
"Keystone","2012",2012-07-19,58,"7",7,NA,0,2,0,0,2,29,8,"",2167
"Keystone","2012",2012-07-19,58,"4",7,NA,0,1,0,0,1,29,8,"",2168
"Keystone","2012",2012-07-19,58,"5",7,NA,0,2,1,0,3,29,8,"",2169
"Keystone","2012",2012-07-19,58,"3",7,NA,0,1,1,1,3,29,8,"",2170
"Keystone","2012",2012-07-19,58,"2",7,NA,0,3,0,0,3,29,8,"",2171
"Keystone","2012",2012-07-25,53,"7",7,NA,0,1,0,0,1,30,9,"",2172
"Keystone","2012",2012-07-25,53,"5",7,NA,0,0,1,1,2,30,9,"",2173
"Keystone","2012",2012-07-25,53,"6",7,NA,0,1,0,1,2,30,9,"",2174
"Keystone","2012",2012-07-25,53,"2",7,NA,0,1,0,1,2,30,9,"",2175
"Keystone","2012",2012-08-01,30,"3",7,NA,0,0,0,1,1,31,10,"",2176
"Keystone","2012",2012-08-01,30,"1",7,NA,0,1,0,0,1,31,10,"",2177
"Keystone","2012",2012-08-08,37,"3",7,NA,0,0,1,0,1,32,11,"",2178
"Keystone","2012",2012-08-08,37,"1",7,NA,0,1,0,0,1,32,11,"",2179
"Keystone","2012",2012-08-15,25,"7",7,NA,0,1,0,0,1,33,12,"",2180
"Keystone","2013",2013-06-26,43,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",2181
"Keystone","2013",2013-07-03,47,NA,NA,NA,NA,NA,NA,NA,NA,27,6,"",2182
"Keystone","2013",2013-07-11,37,"3",3,NA,0,1,0,0,1,28,7,"",2183
"Keystone","2013",2013-07-11,37,"2",3,NA,0,0,1,0,1,28,7,"",2184
"Keystone","2013",2013-07-11,37,"1",3,NA,0,1,0,1,2,28,7,"",2185
"Keystone","2013",2013-07-18,47,"5",5,NA,0,1,0,0,1,29,8,"",2186
"Keystone","2013",2013-07-18,47,"4",5,NA,0,2,0,1,3,29,8,"",2187
"Keystone","2013",2013-07-26,38,"3",5,NA,0,1,0,1,2,30,9,"",2188
"Keystone","2013",2013-07-26,38,"2",5,NA,0,1,0,1,2,30,9,"",2189
"Keystone","2013",2013-07-26,38,"4",5,NA,0,1,1,0,2,30,9,"",2190
"Keystone","2013",2013-07-31,42,"2",7,NA,0,0,0,1,1,31,10,"",2191
"Keystone","2013",2013-07-31,42,"6",7,NA,0,1,0,0,1,31,10,"",2192
"Keystone","2013",2013-07-31,42,"1",7,NA,0,1,0,1,2,31,10,"",2193
"Keystone","2013",2013-07-31,42,"7",7,NA,0,0,1,0,1,31,10,"",2194
"Keystone","2013",2013-07-31,42,"3",7,NA,0,1,1,2,4,31,10,"",2195
"Keystone","2013",2013-07-31,42,"5",7,NA,0,0,1,4,5,31,10,"",2196
"Keystone","2013",2013-08-07,55,NA,7,NA,NA,NA,NA,NA,NA,32,11,"",2197
"Keystone","2013",2013-08-14,11,NA,7,NA,NA,NA,NA,NA,NA,33,12,"",2198
"Keystone","2014",2014-06-16,47,NA,NA,NA,NA,NA,NA,NA,NA,25,4,"",2199
"Keystone","2014",2014-06-24,46,"1",1,NA,0,0,0,1,1,26,5,"",2200
"Keystone","2014",2014-06-30,44,NA,1,NA,NA,NA,NA,NA,NA,27,6,"",2201
"Keystone","2014",2014-07-07,50,"2",2,NA,0,0,0,1,1,28,7,"",2202
"Keystone","2014",2014-07-14,30,"3",4,NA,0,0,0,1,1,29,8,"",2203
"Keystone","2014",2014-07-14,30,"4",4,NA,0,0,0,1,1,29,8,"",2204
"Keystone","2014",2014-07-21,33,"1",4,NA,0,0,1,0,1,30,9,"",2205
"Keystone","2014",2014-07-21,33,"4",4,NA,0,0,0,1,1,30,9,"",2206
"Keystone","2014",2014-07-21,33,"3",4,NA,0,0,0,1,1,30,9,"",2207
"Keystone","2014",2014-07-28,49,"4",4,NA,0,0,1,1,2,31,10,"",2208
"Keystone","2014",2014-07-28,49,"2",4,NA,0,0,1,1,2,31,10,"",2209
"Keystone","2014",2014-07-28,49,"3",4,NA,0,0,1,0,1,31,10,"",2210
"Keystone","2014",2014-08-04,27,"3",4,NA,0,1,0,0,1,32,11,"",2211
"Keystone","2014",2014-08-11,40,"2",5,NA,0,0,1,0,1,33,12,"",2212
"Keystone","2014",2014-08-11,40,"5",5,NA,0,2,0,1,3,33,12,"",2213
"Keystone","2014",2014-08-18,14,"3",5,NA,0,0,1,1,2,34,13,"",2214
"Keystone","2014",2014-08-18,14,"4",5,NA,0,0,0,0,0,34,13,"",2215
"Keystone","2014",2014-08-26,8,"5",5,NA,0,1,0,0,1,35,14,"",2216
"Keystone","2014",2014-09-02,3,NA,5,NA,NA,NA,NA,NA,NA,36,15,"",2217
"Keystone","2015",2015-06-24,86,NA,0,0,NA,NA,NA,NA,NA,26,5,"",2218
"Keystone","2015",2015-07-01,39,NA,0,0,NA,NA,NA,NA,NA,27,6,"",2219
"Keystone","2015",2015-07-10,42,NA,0,0,NA,NA,NA,NA,NA,28,7,"",2220
"Keystone","2015",2015-07-17,67,NA,0,0,NA,NA,NA,NA,NA,29,8,"",2221
"Keystone","2015",2015-07-22,59,NA,0,0,NA,NA,NA,NA,NA,30,9,"",2222
"Keystone","2015",2015-07-31,25,NA,0,0,NA,NA,NA,NA,NA,31,10,"",2223
"Keystone","2015",2015-08-05,55,NA,0,0,NA,NA,NA,NA,NA,32,11,"",2224
"Keystone","2015",2015-08-12,11,NA,0,0,NA,NA,NA,NA,NA,33,12,"",2225
"Keystone","2015",2015-08-18,42,NA,0,0,NA,NA,NA,NA,NA,34,13,"",2226
"Keystone","2016",2016-06-06,22,NA,0,0,NA,NA,NA,NA,NA,23,2,"",2227
"Keystone","2016",2016-06-13,62,NA,0,0,NA,NA,NA,NA,NA,24,3,"",2228
"Keystone","2016",2016-06-20,54,NA,0,0,NA,NA,NA,NA,NA,25,4,"",2229
"Keystone","2016",2016-06-27,21,NA,0,0,NA,NA,NA,NA,NA,26,5,"",2230
"Keystone","2016",2016-07-04,26,NA,1,1,NA,NA,NA,NA,NA,27,6,"",2231
"Keystone","2016",2016-07-11,26,NA,4,8,NA,NA,NA,NA,NA,28,7,"",2232
"Keystone","2016",2016-07-18,24,NA,0,0,NA,NA,NA,NA,NA,29,8,"",2233
"Keystone","2016",2016-07-25,53,NA,3,6,NA,NA,NA,NA,NA,30,9,"",2234
"Keystone","2016",2016-08-01,18,NA,1,7,NA,NA,NA,NA,NA,31,10,"",2235
"Keystone","2016",2016-08-11,35,NA,2,6,NA,NA,NA,NA,NA,32,11,"",2236
"Keystone","2016",2016-08-15,20,NA,2,4,NA,NA,NA,NA,NA,33,12,"",2237
"Keystone","2016",2016-08-22,15,NA,0,0,NA,NA,NA,NA,NA,34,13,"",2238
"Keystone","2017",2017-06-14,27,NA,0,0,NA,NA,NA,NA,NA,24,3,"",2239
"Keystone","2017",2017-06-21,26,NA,0,0,NA,NA,NA,NA,NA,25,4,"",2240
"Keystone","2017",2017-07-01,42,NA,1,1,NA,NA,NA,NA,NA,26,5,"",2241
"Keystone","2017",2017-07-09,15,NA,2,4,NA,NA,NA,NA,NA,27,6,"",2242
"Keystone","2017",2017-07-16,28,NA,4,4,NA,NA,NA,NA,NA,28,7,"",2243
"Keystone","2017",2017-07-22,28,NA,6,15,NA,NA,NA,NA,NA,29,8,"",2244
"Keystone","2017",2017-07-30,44,NA,4,9,NA,NA,NA,NA,NA,30,9,"",2245
"Keystone","2017",2017-08-05,34,NA,8,15,NA,NA,NA,NA,NA,31,10,"",2246
"Keystone","2017",2017-08-12,41,NA,3,5,NA,NA,NA,NA,NA,32,11,"",2247
"Keystone","2017",2017-08-20,13,NA,0,0,NA,NA,NA,NA,NA,33,12,"",2248
"Keystone","2017",2017-09-01,6,NA,0,0,NA,NA,NA,NA,NA,35,14,"",2249
"Lagoon North #0","2015",2015-06-23,4,NA,0,0,NA,NA,NA,NA,NA,26,5,"",2250
"Lagoon North #0","2015",2015-07-10,30,NA,1,1,NA,NA,NA,NA,NA,28,7,"",2251
"Lagoon North #0","2015",2015-07-18,31,NA,3,4,NA,NA,NA,NA,NA,29,8,"",2252
"Lagoon North #0","2015",2015-07-26,25,NA,4,6,NA,NA,NA,NA,NA,30,9,"",2253
"Lagoon North #0","2015",2015-08-01,18,NA,0,0,NA,NA,NA,NA,NA,31,10,"",2254
"Lagoon North #0","2015",2015-08-07,22,NA,0,0,NA,NA,NA,NA,NA,32,11,"",2255
"Lagoon North #0","2015",2015-08-12,20,NA,2,1,NA,NA,NA,NA,NA,33,12,"",2256
"Lagoon North #0","2015",2015-08-28,5,NA,0,0,NA,NA,NA,NA,NA,35,14,"",2257
"Lagoon North #0","2016",2016-06-06,29,NA,0,0,NA,NA,NA,NA,NA,23,2,"",2258
"Lagoon North #0","2016",2016-06-14,24,NA,0,0,NA,NA,NA,NA,NA,24,3,"",2259
"Lagoon North #0","2016",2016-06-21,40,NA,2,3,NA,NA,NA,NA,NA,25,4,"",2260
"Lagoon North #0","2016",2016-06-28,51,NA,6,8,NA,NA,NA,NA,NA,26,5,"",2261
"Lagoon North #0","2016",2016-07-10,19,NA,4,9,NA,NA,NA,NA,NA,27,6,"",2262
"Lagoon North #0","2016",2016-07-18,34,NA,8,29,NA,NA,NA,NA,NA,29,8,"",2263
"Lagoon North #0","2016",2016-07-26,30,NA,2,2,NA,NA,NA,NA,NA,30,9,"",2264
"Lagoon North #0","2016",2016-08-04,26,NA,5,10,NA,NA,NA,NA,NA,31,10,"",2265
"Lagoon North #0","2016",2016-08-09,15,NA,2,3,NA,NA,NA,NA,NA,32,11,"",2266
"Lagoon North #0","2016",2016-08-18,28,NA,0,0,NA,NA,NA,NA,NA,33,12,"",2267
"Lagoon North #0","2016",2016-08-25,2,NA,0,0,NA,NA,NA,NA,NA,34,13,"",2268
"Lagoon North #0","2017",2017-06-13,24,NA,0,0,NA,NA,NA,NA,NA,24,3,"",2269
"Lagoon North #0","2017",2017-07-06,19,NA,2,2,NA,NA,NA,NA,NA,27,6,"",2270
"Lagoon North #0","2017",2017-07-11,24,NA,7,24,NA,NA,NA,NA,NA,28,7,"",2271
"Lagoon North #0","2017",2017-07-20,27,NA,3,8,NA,NA,NA,NA,NA,29,8,"",2272
"Lagoon North #0","2017",2017-07-27,49,NA,1,1,NA,NA,NA,NA,NA,30,9,"",2273
"Lagoon North #0","2017",2017-08-03,15,NA,0,0,NA,NA,NA,NA,NA,31,10,"",2274
