"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data","id"
"Bush Point Dock","2016",2016-06-06,2,NA,0,0,NA,NA,NA,NA,NA,23,2,"",1
"Bush Point Dock","2016",2016-06-14,3,NA,0,0,NA,NA,NA,NA,NA,24,3,"",2
"Bush Point Dock","2016",2016-06-20,6,NA,0,0,NA,NA,NA,NA,NA,25,4,"",3
"Bush Point Dock","2016",2016-06-27,2,NA,0,0,NA,NA,NA,NA,NA,26,5,"",4
"Bush Point Dock","2016",2016-07-07,3,NA,1,2,NA,NA,NA,NA,NA,27,6,"",5
"Bush Point Dock","2016",2016-07-14,2,NA,1,1,NA,NA,NA,NA,NA,28,7,"",6
"Bush Point Dock","2016",2016-07-21,4,NA,1,2,NA,NA,NA,NA,NA,29,8,"",7
"Bush Point Dock","2016",2016-07-28,5,NA,1,2,NA,NA,NA,NA,NA,30,9,"",8
"Bush Point Dock","2016",2016-08-04,3,NA,1,3,NA,NA,NA,NA,NA,31,10,"",9
"Bush Point Dock","2016",2016-08-12,6,NA,1,1,NA,NA,NA,NA,NA,32,11,"",10
"Bush Point Dock","2016",2016-08-19,3,NA,1,3,NA,NA,NA,NA,NA,33,12,"",11
"Bush Point Dock","2016",2016-08-26,3,NA,1,2,NA,NA,NA,NA,NA,34,13,"",12
"Bush Point Dock","2016",2016-09-02,0,NA,1,0,NA,NA,NA,NA,NA,35,14,"",13
"Bush Point Dock","2017",2017-06-15,6,NA,0,0,NA,NA,NA,NA,NA,24,3,"",14
"Bush Point Dock","2017",2017-06-22,10,NA,0,0,NA,NA,NA,NA,NA,25,4,"",15
"Bush Point Dock","2017",2017-06-29,3,NA,0,0,NA,NA,NA,NA,NA,26,5,"",16
"Bush Point Dock","2017",2017-07-06,3,NA,0,0,NA,NA,NA,NA,NA,27,6,"",17
"Bush Point Dock","2017",2017-07-13,7,NA,0,0,NA,NA,NA,NA,NA,28,7,"",18
"Bush Point Dock","2017",2017-07-20,3,NA,1,4,NA,NA,NA,NA,NA,29,8,"",19
"Bush Point Dock","2017",2017-07-27,4,NA,1,3,NA,NA,NA,NA,NA,30,9,"",20
"Bush Point Dock","2017",2017-08-03,3,NA,1,2,NA,NA,NA,NA,NA,31,10,"",21
"Bush Point Dock","2017",2017-08-17,6,NA,0,0,NA,NA,NA,NA,NA,33,12,"",22
"Bush Point Dock","2017",2017-08-24,3,NA,1,2,NA,NA,NA,NA,NA,34,13,"",23
"Bush Point Dock","2017",2017-08-31,1,NA,0,0,NA,NA,NA,NA,NA,35,14,"",24
"Cliffside","2008",2008-06-23,47,"3",3,NA,1,0,0,0,0,26,5,"",25
"Cliffside","2008",2008-06-23,47,"2",3,NA,1,0,0,0,0,26,5,"",26
"Cliffside","2008",2008-06-23,47,"1",3,NA,0,1,0,0,1,26,5,"",27
"Cliffside","2008",2008-06-30,6,"5",6,NA,0,1,0,0,1,27,6,"",28
"Cliffside","2008",2008-06-30,6,"2",6,NA,1,0,0,0,0,27,6,"",29
"Cliffside","2008",2008-06-30,6,"1",6,NA,0,2,0,0,2,27,6,"",30
"Cliffside","2008",2008-06-30,6,"4",6,NA,1,0,0,0,0,27,6,"",31
"Cliffside","2008",2008-06-30,6,"6",6,NA,0,1,0,0,1,27,6,"",32
"Cliffside","2008",2008-07-07,41,"7",7,NA,1,0,0,0,0,28,7,"",33
"Cliffside","2008",2008-07-07,41,"5",7,NA,0,1,0,0,1,28,7,"",34
"Cliffside","2008",2008-07-07,41,"10",7,NA,0,1,0,0,1,28,7,"",35
"Cliffside","2008",2008-07-07,41,"3",7,NA,2,1,0,0,1,28,7,"",36
"Cliffside","2008",2008-07-07,41,"1",7,NA,0,0,0,1,1,28,7,"",37
"Cliffside","2008",2008-07-07,41,"8",7,NA,0,1,0,0,1,28,7,"",38
"Cliffside","2008",2008-07-07,41,"9",7,NA,1,0,0,0,0,28,7,"",39
"Cliffside","2008",2008-07-11,18,"2",11,NA,0,1,0,0,1,28,7,"",40
"Cliffside","2008",2008-07-11,18,"3",11,NA,0,2,0,0,2,28,7,"",41
"Cliffside","2008",2008-07-11,18,"5",11,NA,0,1,0,0,1,28,7,"",42
"Cliffside","2008",2008-07-11,18,"4",11,NA,0,1,0,0,1,28,7,"",43
"Cliffside","2008",2008-07-11,18,"11",11,NA,0,1,0,0,1,28,7,"",44
"Cliffside","2008",2008-07-21,51,NA,11,NA,NA,NA,NA,NA,NA,30,9,"",45
"Cliffside","2008",2008-07-28,6,NA,11,NA,NA,NA,NA,NA,NA,31,10,"",46
"Cliffside","2008",2008-08-04,23,NA,NA,NA,NA,NA,NA,NA,NA,32,11,"",47
"Cliffside","2009",2009-06-28,35,"5",9,NA,1,0,0,0,0,26,5,"",48
"Cliffside","2009",2009-06-28,35,"6",9,NA,1,1,0,0,1,26,5,"",49
"Cliffside","2009",2009-06-28,35,"4",9,NA,1,1,1,0,2,26,5,"",50
"Cliffside","2009",2009-06-28,35,"7",9,NA,1,0,0,0,0,26,5,"",51
"Cliffside","2009",2009-06-28,35,"3",9,NA,0,1,0,0,1,26,5,"",52
"Cliffside","2009",2009-07-06,10,"1",11,NA,0,0,0,1,1,28,7,"",53
"Cliffside","2009",2009-07-06,10,"6",11,NA,0,2,0,0,2,28,7,"",54
"Cliffside","2009",2009-07-06,10,"11",11,NA,0,1,0,0,1,28,7,"",55
"Cliffside","2009",2009-07-06,10,"5",11,NA,0,1,0,0,1,28,7,"",56
"Cliffside","2009",2009-07-06,10,"9",11,NA,0,1,0,0,1,28,7,"",57
"Cliffside","2009",2009-07-06,10,"3",11,NA,1,0,0,0,0,28,7,"",58
"Cliffside","2009",2009-07-06,10,"10",11,NA,0,1,0,0,1,28,7,"",59
"Cliffside","2009",2009-07-13,41,"11",13,NA,1,1,0,0,1,29,8,"",60
"Cliffside","2009",2009-07-13,41,"12",13,NA,2,0,0,0,0,29,8,"",61
"Cliffside","2009",2009-07-13,41,"8",13,NA,2,0,0,0,0,29,8,"",62
"Cliffside","2009",2009-07-13,41,"6",13,NA,2,2,0,0,2,29,8,"",63
"Cliffside","2009",2009-07-13,41,"13",13,NA,2,0,0,0,0,29,8,"",64
"Cliffside","2009",2009-07-13,41,"10",13,NA,4,1,0,0,1,29,8,"",65
"Cliffside","2009",2009-07-13,41,"4",13,NA,1,2,0,0,2,29,8,"",66
"Cliffside","2009",2009-07-13,41,"9",13,NA,2,1,0,0,1,29,8,"",67
"Cliffside","2009",2009-07-13,41,"7",13,NA,1,1,0,0,1,29,8,"",68
"Cliffside","2009",2009-07-13,41,"3",13,NA,2,3,0,0,3,29,8,"",69
"Cliffside","2009",2009-07-13,41,"2",13,NA,2,0,0,0,0,29,8,"",70
"Cliffside","2009",2009-07-13,41,"1",13,NA,1,1,0,0,1,29,8,"",71
"Cliffside","2009",2009-07-13,41,"5",13,NA,2,2,0,0,2,29,8,"",72
"Cliffside","2009",2009-07-21,30,"3",13,NA,1,0,0,0,0,30,9,"",73
"Cliffside","2009",2009-07-21,30,"10",13,NA,1,1,0,0,1,30,9,"",74
"Cliffside","2009",2009-08-05,18,"7",13,NA,0,1,0,0,1,32,11,"",75
"Cliffside","2009",2009-08-05,18,"4",13,NA,0,1,0,0,1,32,11,"",76
"Cliffside","2009",2009-08-05,18,"1",13,NA,1,1,0,0,1,32,11,"",77
"Cliffside","2009",2009-08-05,18,"2",13,NA,1,1,0,0,1,32,11,"",78
"Cliffside","2009",2009-08-05,18,"12",13,NA,1,1,0,0,1,32,11,"",79
"Cliffside","2009",2009-08-11,48,"8",13,NA,0,1,0,0,1,33,12,"",80
"Cliffside","2009",2009-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,13,"",81
"Cliffside","2010",2010-06-28,10,"1",6,1,1,0,0,0,0,26,5,"",82
"Cliffside","2010",2010-07-03,23,"6",6,NA,0,2,0,0,2,26,5,"",83
"Cliffside","2010",2010-07-03,23,"5",6,NA,0,1,0,0,1,26,5,"",84
"Cliffside","2010",2010-07-03,23,"1",6,NA,0,1,0,0,1,26,5,"",85
"Cliffside","2010",2010-07-05,38,"3",6,NA,0,1,0,0,1,27,6,"",86
"Cliffside","2010",2010-07-05,38,"1",6,NA,0,1,0,0,1,27,6,"",87
"Cliffside","2010",2010-07-13,2,NA,6,NA,NA,NA,NA,NA,NA,28,7,"",88
"Cliffside","2010",2010-07-21,1,"6",NA,NA,0,1,0,0,1,29,8,"",89
"Cliffside","2011",2011-06-28,23,"6",3,3,1,0,0,0,0,26,5,"",90
"Cliffside","2011",2011-06-28,23,"2",3,3,1,0,0,0,0,26,5,"",91
"Cliffside","2011",2011-06-28,23,"1",3,3,1,0,0,0,0,26,5,"",92
"Cliffside","2011",2011-07-06,18,"6",5,5,1,0,0,0,0,27,6,"",93
"Cliffside","2011",2011-07-06,18,"1",5,5,1,0,0,0,0,27,6,"",94
"Cliffside","2011",2011-07-06,18,"4",5,5,1,0,0,0,0,27,6,"",95
"Cliffside","2011",2011-07-06,18,"2",5,5,1,0,0,0,0,27,6,"",96
"Cliffside","2011",2011-07-06,18,"3",5,5,1,0,0,0,0,27,6,"",97
"Cliffside","2011",2011-07-12,23,NA,NA,NA,NA,NA,NA,NA,NA,28,7,"",98
"Cliffside","2011",2011-07-18,15,"1",5,NA,0,0,1,0,1,29,8,"",99
"Cliffside","2011",2011-07-29,5,NA,5,NA,NA,NA,NA,NA,NA,30,9,"",100
"Cliffside","2011",2011-08-03,33,"3",7,8,0,2,0,1,3,31,10,"",101
"Cliffside","2011",2011-08-03,33,"2",7,8,2,2,0,1,3,31,10,"",102
"Cliffside","2011",2011-08-03,33,"4",7,8,0,4,0,0,4,31,10,"",103
"Cliffside","2011",2011-08-03,33,"7",7,8,0,2,0,0,2,31,10,"",104
"Cliffside","2011",2011-08-03,33,"6",7,8,0,2,0,2,4,31,10,"",105
"Cliffside","2011",2011-08-03,33,"1",7,8,2,1,0,0,1,31,10,"",106
"Cliffside","2011",2011-08-03,33,"5",7,8,0,2,0,2,4,31,10,"",107
"Cliffside","2011",2011-08-11,12,NA,7,NA,NA,NA,NA,NA,NA,32,11,"",108
"Cliffside","2011",2011-08-15,22,"4",7,2,2,0,0,1,1,33,12,"",109
"Cliffside","2012",2012-06-25,23,NA,NA,NA,NA,NA,NA,NA,NA,26,5,"",110
"Cliffside","2012",2012-07-02,9,"1",2,2,1,0,0,0,0,27,6,"",111
"Cliffside","2012",2012-07-02,9,"2",2,2,1,0,0,0,0,27,6,"",112
"Cliffside","2012",2012-07-09,29,"2",3,3,1,0,0,0,0,28,7,"",113
"Cliffside","2012",2012-07-09,29,"3",3,3,1,0,0,0,0,28,7,"",114
"Cliffside","2012",2012-07-16,6,"2",3,2,1,0,0,0,0,29,8,"",115
"Cliffside","2012",2012-07-16,6,"3",3,2,1,0,0,0,0,29,8,"",116
"Cliffside","2012",2012-07-23,21,"4",4,NA,0,1,0,0,1,30,9,"",117
"Cliffside","2012",2012-07-31,1,NA,4,NA,NA,NA,NA,NA,NA,31,10,"",118
"Cliffside","2012",2012-08-06,29,"6",7,3,1,0,0,0,0,32,11,"",119
"Cliffside","2012",2012-08-06,29,"7",7,3,1,0,0,0,0,32,11,"",120
"Cliffside","2012",2012-08-06,29,"5",7,3,1,0,0,0,0,32,11,"",121
"Cliffside","2012",2012-08-14,6,"4",7,NA,0,2,0,0,2,33,12,"",122
"Cliffside","2012",2012-08-21,11,NA,7,NA,NA,NA,NA,NA,NA,34,13,"",123
"Cliffside","2012",2012-08-27,0,NA,7,NA,NA,NA,NA,NA,NA,35,14,"",124
"Cliffside","2013",2013-06-25,15,"1",1,2,2,0,0,0,0,26,5,"",125
"Cliffside","2013",2013-07-02,14,"1",1,1,1,0,0,0,0,27,6,"",126
"Cliffside","2013",2013-07-10,7,"1",1,1,1,0,0,0,0,28,7,"",127
"Cliffside","2013",2013-07-15,17,"2",3,3,1,0,0,0,0,29,8,"",128
"Cliffside","2013",2013-07-15,17,"3",3,3,2,0,0,0,0,29,8,"",129
"Cliffside","2013",2013-07-22,7,"6",6,4,1,1,0,0,1,30,9,"",130
"Cliffside","2013",2013-07-22,7,"4",6,4,2,0,0,0,0,30,9,"",131
"Cliffside","2013",2013-07-22,7,"5",6,4,1,0,0,0,0,30,9,"",132
"Cliffside","2013",2013-07-29,21,"2",6,8,1,1,0,0,1,31,10,"",133
"Cliffside","2013",2013-07-29,21,"5",6,8,3,0,0,0,0,31,10,"",134
"Cliffside","2013",2013-07-29,21,"4",6,8,1,1,0,0,1,31,10,"",135
"Cliffside","2013",2013-07-29,21,"3",6,8,1,0,0,0,0,31,10,"",136
"Cliffside","2013",2013-07-29,21,"6",6,8,2,1,0,0,1,31,10,"",137
"Cliffside","2013",2013-08-09,26,"7",8,7,1,1,0,0,1,32,11,"",138
"Cliffside","2013",2013-08-09,26,"8",8,7,1,0,0,0,0,32,11,"",139
"Cliffside","2013",2013-08-09,26,"4",8,7,2,0,0,0,0,32,11,"",140
"Cliffside","2013",2013-08-09,26,"5",8,7,1,0,0,0,0,32,11,"",141
"Cliffside","2013",2013-08-09,26,"6",8,7,3,0,0,0,0,32,11,"",142
"Cliffside","2013",2013-08-12,29,"3",9,7,0,1,0,0,1,33,12,"",143
"Cliffside","2013",2013-08-12,29,"2",9,7,1,0,0,0,0,33,12,"",144
"Cliffside","2013",2013-08-12,29,"7",9,7,0,1,0,1,2,33,12,"",145
"Cliffside","2013",2013-08-12,29,"1",9,7,0,1,0,0,1,33,12,"",146
"Cliffside","2013",2013-08-12,29,"8",9,7,1,0,0,0,0,33,12,"",147
"Cliffside","2013",2013-08-12,29,"6",9,7,3,0,0,0,0,33,12,"",148
"Cliffside","2013",2013-08-12,29,"9",9,7,1,0,0,0,0,33,12,"",149
"Cliffside","2013",2013-08-12,29,"5",9,7,1,0,0,0,0,33,12,"",150
"Cliffside","2013",2013-08-19,11,"4",9,2,1,0,0,0,0,34,13,"",151
"Cliffside","2013",2013-08-19,11,"2",9,2,1,0,0,0,0,34,13,"",152
"Cliffside","2013",2013-08-19,11,"7",9,2,0,4,0,0,4,34,13,"",153
"Cliffside","2013",2013-08-19,11,"6",9,2,0,1,0,0,1,34,13,"",154
"Cliffside","2013",2013-08-26,14,"6",9,1,0,1,0,0,1,35,14,"",155
"Cliffside","2013",2013-08-26,14,"4",9,1,1,1,0,0,1,35,14,"",156
"Cliffside","2014",2014-06-16,39,"1",3,3,1,0,0,0,0,25,4,"",157
"Cliffside","2014",2014-06-16,39,"3",3,3,3,0,0,0,0,25,4,"",158
"Cliffside","2014",2014-06-16,39,"2",3,3,2,0,0,0,0,25,4,"",159
"Cliffside","2014",2014-06-23,13,NA,3,NA,NA,NA,NA,NA,NA,26,5,"",160
"Cliffside","2014",2014-06-30,6,"1",4,4,1,0,0,0,0,27,6,"",161
"Cliffside","2014",2014-06-30,6,"2",4,4,1,0,0,0,0,27,6,"",162
"Cliffside","2014",2014-06-30,6,"4",4,4,1,0,0,0,0,27,6,"",163
"Cliffside","2014",2014-06-30,6,"3",4,4,1,0,0,0,0,27,6,"",164
"Cliffside","2014",2014-07-07,14,"1",6,5,1,0,1,0,1,28,7,"",165
"Cliffside","2014",2014-07-07,14,"5",6,5,1,0,0,0,0,28,7,"",166
"Cliffside","2014",2014-07-07,14,"4",6,5,0,0,1,0,1,28,7,"",167
"Cliffside","2014",2014-07-07,14,"3",6,5,1,0,0,0,0,28,7,"",168
"Cliffside","2014",2014-07-07,14,"2",6,5,1,0,0,0,0,28,7,"",169
"Cliffside","2014",2014-07-07,14,"6",6,5,0,0,1,0,1,28,7,"",170
"Cliffside","2014",2014-07-14,15,"4",6,6,1,0,0,0,0,29,8,"",171
"Cliffside","2014",2014-07-14,15,"1",6,6,0,0,1,0,1,29,8,"",172
"Cliffside","2014",2014-07-14,15,"2",6,6,2,0,0,0,0,29,8,"",173
"Cliffside","2014",2014-07-14,15,"5",6,6,1,0,3,0,3,29,8,"",174
"Cliffside","2014",2014-07-14,15,"3",6,6,2,0,1,0,1,29,8,"",175
"Cliffside","2014",2014-07-21,16,"7",7,7,1,0,0,0,0,30,9,"",176
"Cliffside","2014",2014-07-21,16,"4",7,7,2,0,1,0,1,30,9,"",177
"Cliffside","2014",2014-07-21,16,"5",7,7,1,0,0,0,0,30,9,"",178
"Cliffside","2014",2014-07-21,16,"1",7,7,2,0,0,0,0,30,9,"",179
"Cliffside","2014",2014-07-21,16,"6",7,7,1,0,0,0,0,30,9,"",180
"Cliffside","2014",2014-07-28,12,"2",7,NA,2,0,0,0,0,31,10,"",181
"Cliffside","2014",2014-07-28,12,"1",7,NA,1,0,0,0,0,31,10,"",182
"Cliffside","2014",2014-07-28,12,"5",7,NA,0,0,2,0,2,31,10,"",183
"Cliffside","2014",2014-08-04,5,"2",7,NA,0,0,1,0,1,32,11,"",184
"Cliffside","2014",2014-08-11,13,"3",7,NA,0,0,1,0,1,33,12,"",185
"Cliffside","2014",2014-08-18,4,NA,7,NA,NA,NA,NA,NA,NA,34,13,"",186
"Cliffside","2014",2014-08-26,0,NA,7,NA,NA,NA,NA,NA,NA,35,14,"",187
"Cliffside","2015",2015-06-22,16,NA,2,3,NA,NA,NA,NA,NA,26,5,"",188
"Cliffside","2015",2015-06-29,9,NA,2,3,NA,NA,NA,NA,NA,27,6,"",189
"Cliffside","2015",2015-07-06,33,NA,5,9,NA,NA,NA,NA,NA,28,7,"",190
"Cliffside","2015",2015-07-14,8,NA,2,3,NA,NA,NA,NA,NA,29,8,"",191
"Cliffside","2015",2015-07-20,27,NA,2,2,NA,NA,NA,NA,NA,30,9,"",192
"Cliffside","2015",2015-07-28,12,NA,2,3,NA,NA,NA,NA,NA,31,10,"",193
"Cliffside","2015",2015-08-04,28,NA,0,0,NA,NA,NA,NA,NA,32,11,"",194
"Cliffside","2015",2015-08-10,14,NA,3,4,NA,NA,NA,NA,NA,33,12,"",195
"Cliffside","2015",2015-08-17,6,NA,0,0,NA,NA,NA,NA,NA,34,13,"",196
"Cliffside","2015",2015-08-24,0,NA,0,0,NA,NA,NA,NA,NA,35,14,"",197
"Cliffside","2016",2016-06-07,22,NA,5,8,NA,NA,NA,NA,NA,23,2,"",198
"Cliffside","2016",2016-06-13,26,NA,3,3,NA,NA,NA,NA,NA,24,3,"",199
"Cliffside","2016",2016-06-20,22,NA,4,4,NA,NA,NA,NA,NA,25,4,"",200
"Cliffside","2016",2016-06-27,27,NA,0,0,NA,NA,NA,NA,NA,26,5,"",201
"Cliffside","2016",2016-07-04,11,NA,0,0,NA,NA,NA,NA,NA,27,6,"",202
"Cliffside","2016",2016-07-11,23,NA,7,4,NA,NA,NA,NA,NA,28,7,"",203
"Cliffside","2016",2016-07-18,7,NA,0,0,NA,NA,NA,NA,NA,29,8,"",204
"Cliffside","2016",2016-07-25,21,NA,2,4,NA,NA,NA,NA,NA,30,9,"",205
"Cliffside","2016",2016-08-01,8,NA,1,1,NA,NA,NA,NA,NA,31,10,"",206
"Cliffside","2016",2016-08-08,18,NA,3,2,NA,NA,NA,NA,NA,32,11,"",207
"Cliffside","2016",2016-08-15,2,NA,0,0,NA,NA,NA,NA,NA,33,12,"",208
"Cliffside","2016",2016-08-22,16,NA,0,0,NA,NA,NA,NA,NA,34,13,"",209
"Cliffside","2017",2017-06-13,15,NA,1,1,NA,NA,NA,NA,NA,24,3,"",210
"Cliffside","2017",2017-06-13,29,NA,0,0,NA,NA,NA,NA,NA,24,3,"Y",211
"Cliffside","2017",2017-06-15,26,NA,0,0,NA,NA,NA,NA,NA,24,3,"Y",212
"Cliffside","2017",2017-06-19,21,NA,0,0,NA,NA,NA,NA,NA,25,4,"Y",213
"Cliffside","2017",2017-06-20,9,NA,0,0,NA,NA,NA,NA,NA,25,4,"",214
"Cliffside","2017",2017-06-21,13,NA,0,0,NA,NA,NA,NA,NA,25,4,"Y",215
"Cliffside","2017",2017-06-23,32,NA,1,2,NA,NA,NA,NA,NA,25,4,"Y",216
"Cliffside","2017",2017-06-27,37,NA,2,2,NA,NA,NA,NA,NA,26,5,"",217
"Cliffside","2017",2017-06-27,42,NA,1,2,NA,NA,NA,NA,NA,26,5,"Y",218
"Cliffside","2017",2017-06-29,35,NA,1,2,NA,NA,NA,NA,NA,26,5,"Y",219
"Cliffside","2017",2017-07-03,11,NA,1,3,NA,NA,NA,NA,NA,27,6,"Y",220
"Cliffside","2017",2017-07-04,22,NA,1,2,NA,NA,NA,NA,NA,27,6,"",221
"Cliffside","2017",2017-07-05,28,NA,1,1,NA,NA,NA,NA,NA,27,6,"Y",222
"Cliffside","2017",2017-07-07,12,NA,1,1,NA,NA,NA,NA,NA,27,6,"Y",223
"Cliffside","2017",2017-07-11,20,NA,2,2,NA,NA,NA,NA,NA,28,7,"",224
"Cliffside","2017",2017-07-11,27,NA,3,6,NA,NA,NA,NA,NA,28,7,"Y",225
"Cliffside","2017",2017-07-13,31,NA,2,4,NA,NA,NA,NA,NA,28,7,"Y",226
"Cliffside","2017",2017-07-17,33,NA,3,8,NA,NA,NA,NA,NA,29,8,"Y",227
"Cliffside","2017",2017-07-18,19,NA,2,4,NA,NA,NA,NA,NA,29,8,"",228
"Cliffside","2017",2017-07-19,18,NA,2,3,NA,NA,NA,NA,NA,29,8,"Y",229
"Cliffside","2017",2017-07-21,28,NA,3,3,NA,NA,NA,NA,NA,29,8,"Y",230
"Cliffside","2017",2017-07-25,22,NA,9,13,NA,NA,NA,NA,NA,30,9,"",231
"Cliffside","2017",2017-07-25,39,NA,4,14,NA,NA,NA,NA,NA,30,9,"Y",232
"Cliffside","2017",2017-07-27,35,NA,3,8,NA,NA,NA,NA,NA,30,9,"Y",233
"Cliffside","2017",2017-07-31,31,NA,4,9,NA,NA,NA,NA,NA,31,10,"Y",234
"Cliffside","2017",2017-08-01,22,NA,2,3,NA,NA,NA,NA,NA,31,10,"",235
"Cliffside","2017",2017-08-02,24,NA,4,9,NA,NA,NA,NA,NA,31,10,"Y",236
"Cliffside","2017",2017-08-04,28,NA,11,6,NA,NA,NA,NA,NA,31,10,"Y",237
"Cliffside","2017",2017-08-08,15,NA,3,7,NA,NA,NA,NA,NA,32,11,"",238
"Cliffside","2017",2017-08-08,27,NA,4,17,NA,NA,NA,NA,NA,32,11,"Y",239
"Cliffside","2017",2017-08-10,42,NA,2,8,NA,NA,NA,NA,NA,32,11,"Y",240
"Cliffside","2017",2017-08-14,38,NA,2,15,NA,NA,NA,NA,NA,33,12,"Y",241
"Cliffside","2017",2017-08-16,15,NA,2,5,NA,NA,NA,NA,NA,33,12,"",242
"Cliffside","2017",2017-08-16,35,NA,2,7,NA,NA,NA,NA,NA,33,12,"Y",243
"Cliffside","2017",2017-08-18,29,NA,2,4,NA,NA,NA,NA,NA,33,12,"Y",244
"Cliffside","2017",2017-08-22,3,NA,1,1,NA,NA,NA,NA,NA,34,13,"",245
"Cliffside","2017",2017-08-28,3,NA,1,5,NA,NA,NA,NA,NA,35,14,"Y",246
"Cliffside","2017",2017-08-29,3,NA,1,1,NA,NA,NA,NA,NA,35,14,"",247
"Cliffside","2017",2017-09-05,0,NA,0,0,NA,NA,NA,NA,NA,36,15,"",248
"Cliffside","2017",2017-09-14,0,NA,0,0,NA,NA,NA,NA,NA,37,16,"",249
"Clinton Ferry","2016",2016-06-16,15,NA,1,1,NA,NA,NA,NA,NA,24,3,"",250
"Clinton Ferry","2016",2016-06-17,6,NA,1,1,NA,NA,NA,NA,NA,24,3,"",251
"Clinton Ferry","2016",2016-06-24,7,NA,2,4,NA,NA,NA,NA,NA,25,4,"",252
"Clinton Ferry","2016",2016-07-01,4,NA,0,0,NA,NA,NA,NA,NA,26,5,"",253
"Clinton Ferry","2016",2016-07-08,15,NA,2,3,NA,NA,NA,NA,NA,27,6,"",254
"Clinton Ferry","2016",2016-07-19,3,NA,1,4,NA,NA,NA,NA,NA,29,8,"",255
"Clinton Ferry","2016",2016-07-26,14,NA,4,4,NA,NA,NA,NA,NA,30,9,"",256
"Clinton Ferry","2016",2016-07-29,6,NA,2,4,NA,NA,NA,NA,NA,30,9,"",257
"Clinton Ferry","2016",2016-08-05,4,NA,1,2,NA,NA,NA,NA,NA,31,10,"",258
"Clinton Ferry","2016",2016-08-12,6,NA,2,4,NA,NA,NA,NA,NA,32,11,"",259
"Clinton Ferry","2016",2016-08-22,2,NA,0,0,NA,NA,NA,NA,NA,34,13,"",260
"Clinton Ferry","2016",2016-08-26,3,NA,1,1,NA,NA,NA,NA,NA,34,13,"",261
"Clinton Ferry","2017",2017-06-17,12,NA,4,10,NA,NA,NA,NA,NA,24,3,"",262
"Clinton Ferry","2017",2017-06-25,11,NA,4,18,NA,NA,NA,NA,NA,25,4,"",263
"Clinton Ferry","2017",2017-07-01,8,NA,1,4,NA,NA,NA,NA,NA,26,5,"",264
"Clinton Ferry","2017",2017-07-15,8,NA,4,11,NA,NA,NA,NA,NA,28,7,"",265
"Clinton Ferry","2017",2017-07-22,7,NA,4,35,NA,NA,NA,NA,NA,29,8,"",266
"Clinton Ferry","2017",2017-07-29,5,NA,6,24,NA,NA,NA,NA,NA,30,9,"",267
"Clinton Ferry","2017",2017-08-05,9,NA,4,4,NA,NA,NA,NA,NA,31,10,"",268
"Clinton Ferry","2017",2017-08-13,14,NA,1,4,NA,NA,NA,NA,NA,32,11,"",269
"Clinton Ferry","2017",2017-08-19,4,NA,2,14,NA,NA,NA,NA,NA,33,12,"",270
"Coupeville Wharf","2013",2013-06-24,6,"1",1,1,1,0,0,0,0,26,5,"",271
"Coupeville Wharf","2013",2013-07-02,9,"1",1,NA,0,1,0,0,1,27,6,"",272
"Coupeville Wharf","2013",2013-07-10,8,"1",4,9,5,0,0,0,0,28,7,"",273
"Coupeville Wharf","2013",2013-07-10,8,"3",4,9,1,0,0,0,0,28,7,"",274
"Coupeville Wharf","2013",2013-07-10,8,"4",4,9,1,0,0,0,0,28,7,"",275
"Coupeville Wharf","2013",2013-07-10,8,"2",4,9,2,0,0,0,0,28,7,"",276
"Coupeville Wharf","2013",2013-07-16,11,"2",4,5,1,0,0,0,0,29,8,"",277
"Coupeville Wharf","2013",2013-07-16,11,"3",4,5,2,0,1,0,1,29,8,"",278
"Coupeville Wharf","2013",2013-07-16,11,"1",4,5,2,0,0,0,0,29,8,"",279
"Coupeville Wharf","2013",2013-07-25,11,"1",4,2,2,0,0,0,0,30,9,"",280
"Coupeville Wharf","2013",2013-07-30,15,"1",4,1,1,1,1,0,2,31,10,"",281
"Coupeville Wharf","2013",2013-08-06,12,NA,4,NA,NA,NA,NA,NA,NA,32,11,"",282
"Coupeville Wharf","2013",2013-08-12,10,NA,4,NA,NA,NA,NA,NA,NA,33,12,"",283
"Coupeville Wharf","2013",2013-08-19,5,NA,4,NA,NA,NA,NA,NA,NA,34,13,"",284
"Coupeville Wharf","2015",2015-06-25,8,NA,0,0,NA,NA,NA,NA,NA,26,5,"",285
"Coupeville Wharf","2015",2015-07-02,7,NA,0,0,NA,NA,NA,NA,NA,27,6,"",286
"Coupeville Wharf","2015",2015-07-07,8,NA,0,0,NA,NA,NA,NA,NA,28,7,"",287
"Coupeville Wharf","2015",2015-07-14,4,NA,0,0,NA,NA,NA,NA,NA,29,8,"",288
"Coupeville Wharf","2016",2016-06-16,5,NA,0,0,NA,NA,NA,NA,NA,24,3,"",289
"Coupeville Wharf","2016",2016-06-23,6,NA,0,0,NA,NA,NA,NA,NA,25,4,"",290
"Coupeville Wharf","2017",2017-06-18,6,NA,0,0,NA,NA,NA,NA,NA,24,3,"",291
"Coupeville Wharf","2017",2017-06-25,3,NA,1,1,NA,NA,NA,NA,NA,25,4,"",292
